year,country,unsc,unsc_t1,unsc3,wdicode
2018,NA,0,0,0,AGO
2018,NA,0,0,0,BDI
2018,NA,0,0,0,BEN
2018,NA,0,0,0,BFA
2018,NA,0,0,0,BWA
2018,NA,0,0,0,CAF
2018,NA,0,0,0,CIV
2018,NA,0,0,0,CMR
2018,NA,0,0,0,COD
2018,NA,0,0,0,COG
2018,NA,0,0,0,COM
2018,NA,0,0,0,CPV
2018,NA,0,0,0,DJI
2018,NA,0,0,0,DZA
2018,NA,0,1,1,EGY
2018,NA,0,0,0,ERI
2018,Ethiopia,1,1,1,ETH
2018,NA,0,0,0,GAB
2018,NA,0,0,0,GHA
2018,NA,0,0,0,GIN
2018,NA,0,0,0,GMB
2018,NA,0,0,0,GNB
2018,Equatorial Guinea,1,0,1,GNQ
2018,NA,0,0,0,KEN
2018,NA,0,0,0,LBR
2018,NA,0,0,0,LBY
2018,NA,0,0,0,LSO
2018,NA,0,0,0,MAR
2018,NA,0,0,0,MDG
2018,NA,0,0,0,MLI
2018,NA,0,0,0,MOZ
2018,NA,0,0,0,MRT
2018,NA,0,0,0,MUS
2018,NA,0,0,0,MWI
2018,NA,0,0,0,NAM
2018,NA,0,0,0,NER
2018,NA,0,0,0,NGA
2018,NA,0,0,0,RWA
2018,NA,0,0,0,SDN
2018,NA,0,1,1,SEN
2018,NA,0,0,0,SLE
2018,NA,0,0,0,SOM
2018,NA,0,0,0,SSD
2018,NA,0,0,0,STP
2018,NA,0,0,0,SWZ
2018,NA,0,0,0,SYC
2018,NA,0,0,0,TCD
2018,NA,0,0,0,TGO
2018,NA,0,0,0,TUN
2018,NA,0,0,0,TZA
2018,NA,0,0,0,UGA
2018,NA,0,0,0,ZAF
2018,NA,0,0,0,ZMB
2018,NA,0,0,0,ZWE
2019,NA,0,0,0,AGO
2019,NA,0,0,0,BDI
2019,NA,0,0,0,BEN
2019,NA,0,0,0,BFA
2019,NA,0,0,0,BWA
2019,NA,0,0,0,CAF
2019,NA,0,0,0,CIV
2019,NA,0,0,0,CMR
2019,NA,0,0,0,COD
2019,NA,0,0,0,COG
2019,NA,0,0,0,COM
2019,NA,0,0,0,CPV
2019,NA,0,0,0,DJI
2019,NA,0,0,0,DZA
2019,NA,0,0,0,EGY
2019,NA,0,0,0,ERI
2019,NA,0,1,1,ETH
2019,NA,0,0,0,GAB
2019,NA,0,0,0,GHA
2019,NA,0,0,0,GIN
2019,NA,0,0,0,GMB
2019,NA,0,0,0,GNB
2019,Equatorial Guinea,1,1,1,GNQ
2019,NA,0,0,0,KEN
2019,NA,0,0,0,LBR
2019,NA,0,0,0,LBY
2019,NA,0,0,0,LSO
2019,NA,0,0,0,MAR
2019,NA,0,0,0,MDG
2019,NA,0,0,0,MLI
2019,NA,0,0,0,MOZ
2019,NA,0,0,0,MRT
2019,NA,0,0,0,MUS
2019,NA,0,0,0,MWI
2019,NA,0,0,0,NAM
2019,NA,0,0,0,NER
2019,NA,0,0,0,NGA
2019,NA,0,0,0,RWA
2019,NA,0,0,0,SDN
2019,NA,0,0,0,SEN
2019,NA,0,0,0,SLE
2019,NA,0,0,0,SOM
2019,NA,0,0,0,SSD
2019,NA,0,0,0,STP
2019,NA,0,0,0,SWZ
2019,NA,0,0,0,SYC
2019,NA,0,0,0,TCD
2019,NA,0,0,0,TGO
2019,NA,0,0,0,TUN
2019,NA,0,0,0,TZA
2019,NA,0,0,0,UGA
2019,South Africa,1,0,1,ZAF
2019,NA,0,0,0,ZMB
2019,NA,0,0,0,ZWE
2020,NA,0,0,0,AGO
2020,NA,0,0,0,BDI
2020,NA,0,0,0,BEN
2020,NA,0,0,0,BFA
2020,NA,0,0,0,BWA
2020,NA,0,0,0,CAF
2020,NA,0,0,0,CIV
2020,NA,0,0,0,CMR
2020,NA,0,0,0,COD
2020,NA,0,0,0,COG
2020,NA,0,0,0,COM
2020,NA,0,0,0,CPV
2020,NA,0,0,0,DJI
2020,NA,0,0,0,DZA
2020,NA,0,0,0,EGY
2020,NA,0,0,0,ERI
2020,NA,0,0,0,ETH
2020,NA,0,0,0,GAB
2020,NA,0,0,0,GHA
2020,NA,0,0,0,GIN
2020,NA,0,0,0,GMB
2020,NA,0,0,0,GNB
2020,NA,0,1,1,GNQ
2020,NA,0,0,0,KEN
2020,NA,0,0,0,LBR
2020,NA,0,0,0,LBY
2020,NA,0,0,0,LSO
2020,NA,0,0,0,MAR
2020,NA,0,0,0,MDG
2020,NA,0,0,0,MLI
2020,NA,0,0,0,MOZ
2020,NA,0,0,0,MRT
2020,NA,0,0,0,MUS
2020,NA,0,0,0,MWI
2020,NA,0,0,0,NAM
2020,Niger,1,0,1,NER
2020,NA,0,0,0,NGA
2020,NA,0,0,0,RWA
2020,NA,0,0,0,SDN
2020,NA,0,0,0,SEN
2020,NA,0,0,0,SLE
2020,NA,0,0,0,SOM
2020,NA,0,0,0,SSD
2020,NA,0,0,0,STP
2020,NA,0,0,0,SWZ
2020,NA,0,0,0,SYC
2020,NA,0,0,0,TCD
2020,NA,0,0,0,TGO
2020,Tunisia,1,0,1,TUN
2020,NA,0,0,0,TZA
2020,NA,0,0,0,UGA
2020,South Africa,1,1,1,ZAF
2020,NA,0,0,0,ZMB
2020,NA,0,0,0,ZWE
2021,NA,0,0,0,AGO
2021,NA,0,0,0,BDI
2021,NA,0,0,0,BEN
2021,NA,0,0,0,BFA
2021,NA,0,0,0,BWA
2021,NA,0,0,0,CAF
2021,NA,0,0,0,CIV
2021,NA,0,0,0,CMR
2021,NA,0,0,0,COD
2021,NA,0,0,0,COG
2021,NA,0,0,0,COM
2021,NA,0,0,0,CPV
2021,NA,0,0,0,DJI
2021,NA,0,0,0,DZA
2021,NA,0,0,0,EGY
2021,NA,0,0,0,ERI
2021,NA,0,0,0,ETH
2021,NA,0,0,0,GAB
2021,NA,0,0,0,GHA
2021,NA,0,0,0,GIN
2021,NA,0,0,0,GMB
2021,NA,0,0,0,GNB
2021,NA,0,0,0,GNQ
2021,Kenya,1,0,1,KEN
2021,NA,0,0,0,LBR
2021,NA,0,0,0,LBY
2021,NA,0,0,0,LSO
2021,NA,0,0,0,MAR
2021,NA,0,0,0,MDG
2021,NA,0,0,0,MLI
2021,NA,0,0,0,MOZ
2021,NA,0,0,0,MRT
2021,NA,0,0,0,MUS
2021,NA,0,0,0,MWI
2021,NA,0,0,0,NAM
2021,Niger,1,1,1,NER
2021,NA,0,0,0,NGA
2021,NA,0,0,0,RWA
2021,NA,0,0,0,SDN
2021,NA,0,0,0,SEN
2021,NA,0,0,0,SLE
2021,NA,0,0,0,SOM
2021,NA,0,0,0,SSD
2021,NA,0,0,0,STP
2021,NA,0,0,0,SWZ
2021,NA,0,0,0,SYC
2021,NA,0,0,0,TCD
2021,NA,0,0,0,TGO
2021,Tunisia,1,1,1,TUN
2021,NA,0,0,0,TZA
2021,NA,0,0,0,UGA
2021,NA,0,1,1,ZAF
2021,NA,0,0,0,ZMB
2021,NA,0,0,0,ZWE
2022,NA,0,0,0,AGO
2022,NA,0,0,0,BDI
2022,NA,0,0,0,BEN
2022,NA,0,0,0,BFA
2022,NA,0,0,0,BWA
2022,NA,0,0,0,CAF
2022,NA,0,0,0,CIV
2022,NA,0,0,0,CMR
2022,NA,0,0,0,COD
2022,NA,0,0,0,COG
2022,NA,0,0,0,COM
2022,NA,0,0,0,CPV
2022,NA,0,0,0,DJI
2022,NA,0,0,0,DZA
2022,NA,0,0,0,EGY
2022,NA,0,0,0,ERI
2022,NA,0,0,0,ETH
2022,Gabon,1,0,1,GAB
2022,Ghana,1,0,1,GHA
2022,NA,0,0,0,GIN
2022,NA,0,0,0,GMB
2022,NA,0,0,0,GNB
2022,NA,0,0,0,GNQ
2022,Kenya,1,1,1,KEN
2022,NA,0,0,0,LBR
2022,NA,0,0,0,LBY
2022,NA,0,0,0,LSO
2022,NA,0,0,0,MAR
2022,NA,0,0,0,MDG
2022,NA,0,0,0,MLI
2022,NA,0,0,0,MOZ
2022,NA,0,0,0,MRT
2022,NA,0,0,0,MUS
2022,NA,0,0,0,MWI
2022,NA,0,0,0,NAM
2022,NA,0,1,1,NER
2022,NA,0,0,0,NGA
2022,NA,0,0,0,RWA
2022,NA,0,0,0,SDN
2022,NA,0,0,0,SEN
2022,NA,0,0,0,SLE
2022,NA,0,0,0,SOM
2022,NA,0,0,0,SSD
2022,NA,0,0,0,STP
2022,NA,0,0,0,SWZ
2022,NA,0,0,0,SYC
2022,NA,0,0,0,TCD
2022,NA,0,0,0,TGO
2022,NA,0,1,1,TUN
2022,NA,0,0,0,TZA
2022,NA,0,0,0,UGA
2022,NA,0,0,0,ZAF
2022,NA,0,0,0,ZMB
2022,NA,0,0,0,ZWE
2023,NA,0,0,0,AGO
2023,NA,0,0,0,BDI
2023,NA,0,0,0,BEN
2023,NA,0,0,0,BFA
2023,NA,0,0,0,BWA
2023,NA,0,0,0,CAF
2023,NA,0,0,0,CIV
2023,NA,0,0,0,CMR
2023,NA,0,0,0,COD
2023,NA,0,0,0,COG
2023,NA,0,0,0,COM
2023,NA,0,0,0,CPV
2023,NA,0,0,0,DJI
2023,NA,0,0,0,DZA
2023,NA,0,0,0,EGY
2023,NA,0,0,0,ERI
2023,NA,0,0,0,ETH
2023,Gabon,1,1,1,GAB
2023,Ghana,1,1,1,GHA
2023,NA,0,0,0,GIN
2023,NA,0,0,0,GMB
2023,NA,0,0,0,GNB
2023,NA,0,0,0,GNQ
2023,NA,0,1,1,KEN
2023,NA,0,0,0,LBR
2023,NA,0,0,0,LBY
2023,NA,0,0,0,LSO
2023,NA,0,0,0,MAR
2023,NA,0,0,0,MDG
2023,NA,0,0,0,MLI
2023,Mozambique,1,0,1,MOZ
2023,NA,0,0,0,MRT
2023,NA,0,0,0,MUS
2023,NA,0,0,0,MWI
2023,NA,0,0,0,NAM
2023,NA,0,0,0,NER
2023,NA,0,0,0,NGA
2023,NA,0,0,0,RWA
2023,NA,0,0,0,SDN
2023,NA,0,0,0,SEN
2023,NA,0,0,0,SLE
2023,NA,0,0,0,SOM
2023,NA,0,0,0,SSD
2023,NA,0,0,0,STP
2023,NA,0,0,0,SWZ
2023,NA,0,0,0,SYC
2023,NA,0,0,0,TCD
2023,NA,0,0,0,TGO
2023,NA,0,0,0,TUN
2023,NA,0,0,0,TZA
2023,NA,0,0,0,UGA
2023,NA,0,0,0,ZAF
2023,NA,0,0,0,ZMB
2023,NA,0,0,0,ZWE
2024,NA,0,0,0,AGO
2024,NA,0,0,0,BDI
2024,NA,0,0,0,BEN
2024,NA,0,0,0,BFA
2024,NA,0,0,0,BWA
2024,NA,0,0,0,CAF
2024,NA,0,0,0,CIV
2024,NA,0,0,0,CMR
2024,NA,0,0,0,COD
2024,NA,0,0,0,COG
2024,NA,0,0,0,COM
2024,NA,0,0,0,CPV
2024,NA,0,0,0,DJI
2024,Algeria,1,0,1,DZA
2024,NA,0,0,0,EGY
2024,NA,0,0,0,ERI
2024,NA,0,0,0,ETH
2024,NA,0,1,1,GAB
2024,NA,0,1,1,GHA
2024,NA,0,0,0,GIN
2024,NA,0,0,0,GMB
2024,NA,0,0,0,GNB
2024,NA,0,0,0,GNQ
2024,NA,0,0,0,KEN
2024,NA,0,0,0,LBR
2024,NA,0,0,0,LBY
2024,NA,0,0,0,LSO
2024,NA,0,0,0,MAR
2024,NA,0,0,0,MDG
2024,NA,0,0,0,MLI
2024,Mozambique,1,1,1,MOZ
2024,NA,0,0,0,MRT
2024,NA,0,0,0,MUS
2024,NA,0,0,0,MWI
2024,NA,0,0,0,NAM
2024,NA,0,0,0,NER
2024,NA,0,0,0,NGA
2024,NA,0,0,0,RWA
2024,NA,0,0,0,SDN
2024,NA,0,0,0,SEN
2024,Sierra Leone,1,0,1,SLE
2024,NA,0,0,0,SOM
2024,NA,0,0,0,SSD
2024,NA,0,0,0,STP
2024,NA,0,0,0,SWZ
2024,NA,0,0,0,SYC
2024,NA,0,0,0,TCD
2024,NA,0,0,0,TGO
2024,NA,0,0,0,TUN
2024,NA,0,0,0,TZA
2024,NA,0,0,0,UGA
2024,NA,0,0,0,ZAF
2024,NA,0,0,0,ZMB
2024,NA,0,0,0,ZWE
2025,NA,0,0,0,AGO
2025,NA,0,0,0,BDI
2025,NA,0,0,0,BEN
2025,NA,0,0,0,BFA
2025,NA,0,0,0,BWA
2025,NA,0,0,0,CAF
2025,NA,0,0,0,CIV
2025,NA,0,0,0,CMR
2025,NA,0,0,0,COD
2025,NA,0,0,0,COG
2025,NA,0,0,0,COM
2025,NA,0,0,0,CPV
2025,NA,0,0,0,DJI
2025,Algeria,1,1,1,DZA
2025,NA,0,0,0,EGY
2025,NA,0,0,0,ERI
2025,NA,0,0,0,ETH
2025,NA,0,0,0,GAB
2025,NA,0,0,0,GHA
2025,NA,0,0,0,GIN
2025,NA,0,0,0,GMB
2025,NA,0,0,0,GNB
2025,NA,0,0,0,GNQ
2025,NA,0,0,0,KEN
2025,NA,0,0,0,LBR
2025,NA,0,0,0,LBY
2025,NA,0,0,0,LSO
2025,NA,0,0,0,MAR
2025,NA,0,0,0,MDG
2025,NA,0,0,0,MLI
2025,NA,0,1,1,MOZ
2025,NA,0,0,0,MRT
2025,NA,0,0,0,MUS
2025,NA,0,0,0,MWI
2025,NA,0,0,0,NAM
2025,NA,0,0,0,NER
2025,NA,0,0,0,NGA
2025,NA,0,0,0,RWA
2025,NA,0,0,0,SDN
2025,NA,0,0,0,SEN
2025,Sierra Leone,1,1,1,SLE
2025,Somalia,1,0,1,SOM
2025,NA,0,0,0,SSD
2025,NA,0,0,0,STP
2025,NA,0,0,0,SWZ
2025,NA,0,0,0,SYC
2025,NA,0,0,0,TCD
2025,NA,0,0,0,TGO
2025,NA,0,0,0,TUN
2025,NA,0,0,0,TZA
2025,NA,0,0,0,UGA
2025,NA,0,0,0,ZAF
2025,NA,0,0,0,ZMB
2025,NA,0,0,0,ZWE
